prize_id,prize_alias,prize_name,prize_institution,prize_year,prize_genre,person_id,person_role,last_name,first_name,name,gender,sexuality,uk_residence,ethnicity_macro,ethnicity,highest_degree,degree_institution,degree_field_category,degree_field,viaf,book_id,book_title,decade
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2010,fiction,0345,shortlisted,Moore,Lorrie,"Moore, Lorrie",Female,unknown,Non-UK,Non-UK White,White American,Masters,unknown,unknown,unknown,85852459,00429,A Gate at the Stairs,2010
4,Costa Novel Award,Costa Novel Award,Costa,2010,fiction,0089,winner,O'Farrell,Maggie,"O'Farrell, Maggie",Female,unknown,UK,White British,Northern Irish,Bachelors,Harvard University,Maths and Sciences,Public Health,85329632,00245,The Hand that First Held Mine,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2010,poetry,0549,winner,O'Reilly,Kaite,"O'Reilly, Kaite",Female,unknown,UK,Irish,British,unknown,unknown,unknown,unknown,166254744,00704,The Persians,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2010,crime,0455,shortlisted,Pelecanos,George,"Pelecanos, George",Male,unknown,Non-UK,Non-UK White,Greek American,unknown,unknown,unknown,unknown,85313037,00581,The Way Home,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2010,poetry,0092,shortlisted,Reid,Christopher,"Reid, Christopher",Male,unknown,UK,White British,British,Bachelors,University of Oxford,unknown,unknown,33082514,00705,Song of Lunch,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2010,fiction,0039,shortlisted,Roffey,Monique,"Roffey, Monique",Female,unknown,UK,Black British,British Trinidadian,Doctorate,Lancaster University,Writing,Creative Writing,48585948,00430,The White Woman on the Green Bicycle,2010
2,Costa Book of the Year,Costa Book of the Year,Costa,2010,no/any/multi genre,0087,winner,Shapcott,Jo,"Shapcott, Jo",Female,unknown,UK,White British,English,unknown,Harvard University,unknown,unknown,85312469,00293,Of Mutability,2010
6,Costa Poetry Award,Costa Poetry Award,Costa,2010,poetry,0087,winner,Shapcott,Jo,"Shapcott, Jo",Female,unknown,UK,White British,English,unknown,Harvard University,unknown,unknown,85312469,00293,Of Mutability,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2010,non-fiction,0659,shortlisted,Sorkin,Andrew Ross,"Sorkin, Andrew Ross",Male,unknown,Non-UK,Jewish,Jewish American,unknown,Cornell University,unknown,unknown,100670351,00824,Too Big to Fail,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2010,poetry,0550,shortlisted,Swann,David,"Swann, David",Male,unknown,UK,White British,English,Masters,Lancaster University,Writing,Creative Writing,61370890,00706,The Privilege of Rain,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2010,poetry,0551,shortlisted,Towers,Katharine,"Towers, Katharine",Female,unknown,UK,White British,English,unknown,unknown,unknown,unknown,138798624,00707,The Floating Man,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2010,non-fiction,0660,shortlisted,Uglow,Jenny,"Uglow, Jenny",Female,unknown,UK,White British,English,Bachelors,University of Oxford,Language and Literature,English,85833405,00825,A Gambling Man,2010
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2010,poetry,0532,winner,Walcott,Derek,"Walcott, Derek",Male,unknown,Non-UK,Caribbean,St Lucian,Bachelors,"University of the West Indies, Mona",unknown,unknown,39391959,00680,White Egrets,2010
7,Costa Children's Book Award,Costa Children's Book Award,Costa,2010,children's,0091,winner,Wallace,Jason,"Wallace, Jason",Male,unknown,UK,White British,English,unknown,unknown,unknown,unknown,138614369,00347,Out of Shadows,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2010,non-fiction,0661,shortlisted,Wrangham,Richard,"Wrangham, Richard",Male,unknown,UK,White British,English,Doctorate,University of Cambridge,Maths and Sciences,Animal Behaviour,109275737,00826,Catching Fire,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2011,poetry,0552,shortlisted,Armitage,Simon,"Armitage, Simon",Male,unknown,UK,White British,British,Masters,University of Manchester,Medicine and Social Work,Social Work,6157973,00708,Black Roses: The Killing of Sophie Lancaster,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2011,fiction,0226,winner,Barnes,Julian,"Barnes, Julian",Male,unknown,UK,White British,English,Bachelors,University of Oxford,Language and Literature,Modern Languages,51710796,00026,The Sense of an Ending,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2011,fiction,0227,shortlisted,Birch,Carol,"Birch, Carol",Female,unknown,UK,White British,English,Bachelors,Keele University,Language and Literature,English and American Studies,51974257,00033,Jamrach's Menagerie,2010
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2011,poetry,0133,winner,Burnside,John,"Burnside, John",Male,unknown,UK,White British,Scottish,unknown,Cambridgeshire College of Arts and Technology,Language and Literature,English and European Languages,71543705,00679,Black Cat Bone,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2011,poetry,0553,shortlisted,Copus,Julia,"Copus, Julia",Female,unknown,UK,White British,British,Bachelors,Durham University,Language and Literature,Latin,5880300,00709,Ghost Lines,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2011,poetry,0554,shortlisted,Crawford,Robert,"Crawford, Robert",Male,unknown,UK,White British,Scottish,unknown,University of Oxford,Language and Literature,Scottish Literature,113245438,00710,Simonides,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2011,fiction,0228,shortlisted,deWitt,Patrick,"deWitt, Patrick",Male,unknown,Non-UK,Non-UK White,Canadian American,unknown,unknown,unknown,unknown,120285465,00073,The Sisters Brothers,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2011,non-fiction,0650,winner,Dikötter,Frank,"Dikötter, Frank",Male,unknown,Non-UK,Non-UK White,Dutch,Doctorate,University of London,History and Cultural Studies,Chinese History,44405182,00815,Mao's Great Famine,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2011,fiction,0232,shortlisted,Donoghue,Emma,"Donoghue, Emma",Female,queer,Non-UK,Irish,Irish Canadian,Doctorate,University of Cambridge,Language and Literature,English Literature,39539889,00074,Room,2010
6,Costa Poetry Award,Costa Poetry Award,Costa,2011,poetry,0085,winner,Duffy,Carol Ann,"Duffy, Carol Ann",Female,queer,UK,White British,Scottish,Bachelors,University of Liverpool,Philosophy and Theology,Philosophy,114321106,00079,The Bees,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2011,fiction,0194,shortlisted,Edugyan,Esi,"Edugyan, Esi",Female,unknown,Non-UK,African,Ghanaian Canadian,Masters,Johns Hopkins,Writing,Creative Writing,11696535,00081,Half Blood Blues,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2011,fiction,0339,shortlisted,Forna,Aminatta,"Forna, Aminatta",Female,unknown,UK,Black British,Scottish Sierra Leonan,Doctorate,Bath Spa University,Writing,Creative Writing,230968647,00422,The Memory of Love,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2011,crime,0452,winner,Franklin,Tom,"Franklin, Tom",Male,unknown,Non-UK,Non-UK White,White American,Masters,University of Arkansas,Writing,Creative Writing,37090762,00577,"Crooked Letter, Crooked Letter",2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2011,non-fiction,0651,shortlisted,Graham-Dixon,Andrew,"Graham-Dixon, Andrew",Male,unknown,UK,White British,British,Doctorate,Courtauld Institute of Art,Arts,unknown,49336224,00816,Caravaggio,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2011,poetry,0555,winner,Greenlaw,Lavinia,"Greenlaw, Lavinia",Female,unknown,UK,White British,English,Masters,Courtauld Institute of Art,Arts,Seventeenth-Century Art,37140301,00711,Audio Obscura,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2011,crime,0453,shortlisted,Hamilton,Steve,"Hamilton, Steve",Male,unknown,Non-UK,Non-UK White,White American,unknown,unknown,unknown,unknown,27352806,00578,The Lock Artists,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2011,fiction,0340,shortlisted,Henderson,Emma,"Henderson, Emma",Female,unknown,UK,White British,British,Masters,University of London,Writing,Creative Writing,278325049,00423,Grace Williams Says it Loud,2010
5,Costa Biography Award,Costa Biography Award,Costa,2011,biography,0084,winner,Hollis,Matthew,"Hollis, Matthew",Male,unknown,UK,White British,English,unknown,unknown,unknown,unknown,37216902,00143,Now All Roads Lead to France: The Last Years of Edward Thomas,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2011,non-fiction,0652,shortlisted,Jasanoff,Maya,"Jasanoff, Maya",Female,unknown,Non-UK,Non-UK White,White American,Doctorate,Yale University,History and Cultural Studies,Imperial History,37202093,00817,Liberty's Exiles,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2011,fiction,0229,shortlisted,Kelman,Stephen,"Kelman, Stephen",Male,unknown,UK,White British,English,Bachelors,University of Luton,Politics and Economics,Marketing,123116857,00167,Pigeon English,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2011,fiction,0341,shortlisted,Krauss,Nicole,"Krauss, Nicole",Female,unknown,Non-UK,Jewish,Jewish American,Masters,Stanford University,unknown,unknown,99094300,00424,Great House,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2011,fiction,0230,shortlisted,Miller,AD,"Miller, AD",Male,unknown,UK,White British,English,unknown,Lancaster University,Writing,Creative Writing,44064232,00221,Snowdrops,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2011,crime,0230,shortlisted,Miller,AD,"Miller, AD",Male,unknown,UK,White British,English,unknown,Lancaster University,Writing,Creative Writing,44064232,00221,Snowdrops,2010
2,Costa Book of the Year,Costa Book of the Year,Costa,2011,no/any/multi genre,0025,winner,Miller,Andrew,"Miller, Andrew",Male,unknown,UK,White British,English,Doctorate,Brown University,Language and Literature,Classics,84128518,00220,Pure,2010
4,Costa Novel Award,Costa Novel Award,Costa,2011,fiction,0025,winner,Miller,Andrew,"Miller, Andrew",Male,unknown,UK,White British,English,Doctorate,Brown University,Language and Literature,Classics,84128518,00220,Pure,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2011,crime,0436,shortlisted,Mina,Denise,"Mina, Denise",Female,unknown,UK,White British,Scottish,Doctorate,University of Strathclyde,unknown,unknown,59311376,00579,The End of the Wasp Season,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2011,poetry,0160,shortlisted,Motion,Andrew,"Motion, Andrew",Male,unknown,UK,White British,English,Masters,University of Oxford,Language and Literature,Literature,108893413,00712,Laurels and Donkeys,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2011,fiction,0338,winner,Obreht,Téa,"Obreht, Téa",Female,unknown,UK,Non-UK White,Serbian American,Masters,University of Strathclyde,Language and Literature,English Literature,107937112,00421,The Tiger's Wife,2010
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2011,sff,0028,winner,Priest,Christopher,"Priest, Christopher",Male,unknown,UK,White British,English,none,none,none,none,54152946,00639,The Islanders,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2011,poetry,0092,shortlisted,Reid,Christopher,"Reid, Christopher",Male,unknown,UK,White British,British,Bachelors,University of Oxford,unknown,unknown,33082514,00713,Airs and Ditties of No Man's Land,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2011,non-fiction,0653,shortlisted,Ridley,Matt,"Ridley, Matt",Male,unknown,UK,White British,English,Doctorate,University of Oxford,Maths and Sciences,Science,19819147,00818,The Rational Optimist,2010
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2011,fiction,0012,winner,Soli,Tatjana,"Soli, Tatjana",Female,unknown,Non-UK,Non-UK White,White American,Doctorate,University of Lancaster,unknown,unknown,102919570,00307,The Lotus Eaters,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2011,non-fiction,0654,shortlisted,Steinberg,Jonathan,"Steinberg, Jonathan",Male,unknown,UK,Jewish,Jewish American,Doctorate,University of Cambridge,History and Cultural Studies,German History,39453716,00819,Bismarck,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2011,non-fiction,0655,shortlisted,Stubbs,John,"Stubbs, John",Male,unknown,UK,White British,English,Doctorate,University of Cambridge,Language and Literature,English Literature,315988453,00820,Reprobates,2010
3,Costa First Novel Award,Costa First Novel Award,Costa,2011,fiction,0083,winner,Watson,Christie,"Watson, Christie",Female,unknown,UK,White British,British,Masters,University of East Anglia,Writing,Creative Writing,160816645,00353,Tiny Sunbirds Far Away,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2011,fiction,0342,shortlisted,Winter,Kathleen,"Winter, Kathleen",Female,unknown,Non-UK,Non-UK White,English Canadian,unknown,unknown,unknown,unknown,70552881,00425,Annabel,2010
7,Costa Children's Book Award,Costa Children's Book Award,Costa,2011,children's,0086,winner,Young,Moira,"Young, Moira",Female,unknown,UK,Non-UK White,Canadian,unknown,unknown,unknown,unknown,162192629,00360,Blood Red Road,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2012,non-fiction,0645,shortlisted,Boo,Katherine,"Boo, Katherine",Female,unknown,Non-UK,Non-UK White,White American,Bachelors,Barnard College,unknown,unknown,267649809,00809,Behind the Beautiful Forevers,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2012,poetry,0556,shortlisted,Bryce,Colette,"Bryce, Colette",Female,unknown,UK,White British,Northern Irish,unknown,unknown,unknown,unknown,69841407,00714,Ballasting the Ark,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2012,crime,0450,shortlisted,Cooper,NJ,"Cooper, NJ",Female,unknown,UK,White British,English,unknown,unknown,unknown,unknown,166817122,00575,Vengeance in Mind,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2012,non-fiction,0646,shortlisted,Dalrymple,William,"Dalrymple, William",Male,unknown,UK,White British,Scottish,unknown,unknown,unknown,unknown,66535509,00810,Return of a King,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2012,non-fiction,0644,winner,Davis,Wade,"Davis, Wade",Male,unknown,Non-UK,Non-UK White,White Canadian,Doctorate,Harvard University,Maths and Sciences,Ethnobotany,34478021,00808,Into the Silence,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2012,fiction,0194,shortlisted,Edugyan,Esi,"Edugyan, Esi",Female,unknown,Non-UK,African,Ghanaian Canadian,Masters,Johns Hopkins,Writing,Creative Writing,11696535,00081,Half Blood Blues,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2012,fiction,0224,shortlisted,Eng,Tan Twan,"Eng, Tan Twan",Male,unknown,Non-UK,Asian,Malaysian,Masters,University of Cape Town,Law,Law,85928889,00085,The Garden of Evening Mists,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2012,fiction,0241,shortlisted,Enright,Anne,"Enright, Anne",Female,unknown,Non-UK,Irish,Irish,Masters,University of East Anglia,Writing,Creative Writing,84193881,00417,The Forgotten Waltz,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2012,poetry,0557,shortlisted,Fisher,Roy,"Fisher, Roy",Male,unknown,UK,White British,British,Bachelors,University of Birmingham,unknown,unknown,96556401,00715,Locklines,2010
7,Costa Children's Book Award,Costa Children's Book Award,Costa,2012,children's,0082,winner,Gardner,Sally,"Gardner, Sally",Female,unknown,UK,White British,British,Bachelors,"University of the Arts, London",unknown,unknown,6050316,00115,Maggot Moon,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2012,crime,0451,shortlisted,Hall,MR,"Hall, MR",Male,unknown,UK,White British,British,unknown,unknown,unknown,unknown,198145542480596640599,00576,The Flight,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2012,fiction,0335,shortlisted,Harding,Georgina,"Harding, Georgina",Female,unknown,UK,White British,English,unknown,unknown,unknown,unknown,26737559,00418,Painter of Silence,2010
6,Costa Poetry Award,Costa Poetry Award,Costa,2012,poetry,0081,winner,Jamie,Kathleen,"Jamie, Kathleen",Female,unknown,UK,White British,Scottish,Bachelors,University of Edinburgh,Philosophy and Theology,Philosophy,115146698,00158,The Overhaul,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2012,crime,0449,winner,Kerrigan,Gene,"Kerrigan, Gene",Male,unknown,Non-UK,Irish,Irish,unknown,unknown,unknown,unknown,7276148997699859870006,00574,The Rage,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2012,fiction,0204,shortlisted,Levy,Deborah,"Levy, Deborah",Female,unknown,UK,Non-UK White,South African,Bachelors,Middlesex Polytechnic,Arts,Textile Design and Weaving,19937804,00178,Swimming Home,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2012,non-fiction,0633,shortlisted,MacFarlane,Robert,"MacFarlane, Robert",Male,unknown,UK,White British,British,Doctorate,University of Cambridge,Language and Literature,Literature and the Environment,85525001,00812,The Old Ways,2010
2,Costa Book of the Year,Costa Book of the Year,Costa,2012,no/any/multi genre,0077,winner,Mantel,Hilary,"Mantel, Hilary",Female,unknown,UK,White British,English,Bachelors,University of Sheffield,Law,Law,44415775,00194,Bring Up The Bodies,2010
4,Costa Novel Award,Costa Novel Award,Costa,2012,fiction,0077,winner,Mantel,Hilary,"Mantel, Hilary",Female,unknown,UK,White British,English,Bachelors,University of Sheffield,Law,Law,44415775,00194,Bring Up The Bodies,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2012,fiction,0077,winner,Mantel,Hilary,"Mantel, Hilary",Female,unknown,UK,White British,English,Bachelors,University of Sheffield,Law,Law,44415775,00194,Bring Up The Bodies,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2012,fiction,0314,winner,Miller,Madeline,"Miller, Madeline",Female,unknown,Non-UK,Non-UK White,White American,Masters,unknown,Language and Literature,Literature,186605056,00416,The Song of Achilles,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2012,fiction,0222,shortlisted,Moore,Alison,"Moore, Alison",Female,unknown,UK,White British,English,unknown,Cornell University,Writing,Creative Writing,170658738,00231,The Lighthouse,2010
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2012,poetry,0531,winner,Olds,Sharon,"Olds, Sharon",Female,unknown,Non-UK,Non-UK White,White American,Doctorate,Columbia University,Language and Literature,Poetry,13382047,00678,Stag's Leap,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2012,fiction,0336,shortlisted,Ozick,Cynthia,"Ozick, Cynthia",Female,unknown,Non-UK,Jewish,Jewish American,Masters,Ohio State University,Language and Literature,English Literature,110575264,00419,Foreign Bodies,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2012,poetry,0558,shortlisted,Padel,Ruth,"Padel, Ruth",Female,unknown,UK,White British,British,Doctorate,University of Oxford,Language and Literature,Classics,32066951,00716,The Mara Crossing,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2012,fiction,0337,shortlisted,Patchett,Ann,"Patchett, Ann",Female,unknown,Non-UK,Non-UK White,White American,Masters,University of Iowa,Writing,Creative Writing,54362733,00420,State of Wonder,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2012,poetry,0559,shortlisted,Petrucci,Mario,"Petrucci, Mario",Male,unknown,UK,Non-UK White,British Italian,Doctorate,University College London,Maths and Sciences,Optoelectronics,46489039,00717,Tales from the Bridge,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2012,non-fiction,0647,shortlisted,Pinker,Steven,"Pinker, Steven",Male,unknown,Non-UK,Jewish,Jewish Canadian Polish Romanian,Doctorate,Harvard University,Medicine and Social Work,Psychology,108149508,00811,The Better Angels of our Nature,2010
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2012,fiction,0011,winner,Powell,Padgett,"Powell, Padgett",Male,unknown,Non-UK,Non-UK White,White American,Masters,University of Houston,Language and Literature,English Literature,94689582,00263,You and I,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2012,non-fiction,0648,shortlisted,Preston,Paul,"Preston, Paul",Male,unknown,UK,White British,English,Doctorate,University of Oxford,History and Cultural Studies,European History,12330221,00813,The Spanish Holocaust,2010
13,James Tait Black Prize for Drama,James Tait Black Prize for Drama,The University of Edinburgh,2012,drama,0520,winner,Price,Tim,"Price, Tim",Male,unknown,UK,White British,Welsh,unknown,unknown,unknown,unknown,282614666,00667,The Radicalisation of Bradley Manning,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2012,non-fiction,0649,shortlisted,Prideaux,Sue,"Prideaux, Sue",Female,unknown,UK,White British,Anglo Norwegian,unknown,unknown,unknown,unknown,29820429,00814,Strindberg,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2012,poetry,0560,shortlisted,Riley,Denise,"Riley, Denise",Female,unknown,UK,White British,English,Bachelors,University of Cambridge,Philosophy and Theology,Philosophy,50910711,00718,A Part Song,2010
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2012,sff,0498,winner,Roberts,Adam,"Roberts, Adam",Male,unknown,UK,White British,British,Doctorate,University of Cambridge,Language and Literature,English Literature,107551730,00638,Jack Glass,2010
3,Costa First Novel Award,Costa First Novel Award,Costa,2012,fiction,0078,winner,Segal,Francesca,"Segal, Francesca",Female,unknown,UK,Jewish,Jewish British,unknown,unknown,unknown,unknown,43148995995059752211,00288,The Innocents,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2012,fiction,0223,shortlisted,Self,Will,"Self, Will",Male,unknown,UK,White British,English,Bachelors,University of Oxford,unknown,unknown,41934124,00291,Umbrella,2010
5,Costa Biography Award,Costa Biography Award,Costa,2012,biography,0080,winner,Talbot,Bryan,"Talbot, Bryan",Male,unknown,UK,White British,British,Diploma,Lancaster University,Language and Literature,Critical Discourse Analysis,84242876,00321,Dotter of Her Father's Eyes,2010
5,Costa Biography Award,Costa Biography Award,Costa,2012,biography,0079,winner,Talbot,Mary,"Talbot, Mary",Female,unknown,UK,White British,British,Doctorate,Harris College,Arts,Graphic Design,76485155,00321,Dotter of Her Father's Eyes,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2012,poetry,0561,winner,Tempest,Kae,"Tempest, Kae",Other,queer,UK,White British,English,unknown,unknown,unknown,unknown,289473501,00719,Brand New Ancients,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2012,fiction,0225,shortlisted,Thayil,Jeet,"Thayil, Jeet",Male,unknown,Non-UK,Asian,Indian,Masters,Sarah Lawrence College,Writing,Creative Writing,33586231,00324,Narcopolis,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2012,crime,0448,shortlisted,Womersley,Chris,"Womersley, Chris",Male,unknown,Non-UK,Non-UK White,White Australian,unknown,Royal Melbourne Institute of Technology,Writing,Creative Writing,155196740,00573,Bereft,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2012,poetry,0562,shortlisted,Yoseloff,Tamar,"Yoseloff, Tamar",Female,unknown,Non-UK,Non-UK White,White American British,Doctorate,Aberystwyth University,Writing,Creative Writing,40457383,00720,Formerly - Formerly,2010
4,Costa Novel Award,Costa Novel Award,Costa,2013,fiction,0065,winner,Atkinson,Kate,"Atkinson, Kate",Female,unknown,UK,White British,English,Masters,Dundee University,Language and Literature,English Literature,120584857,00010,Life After Life,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2013,fiction,0065,shortlisted,Atkinson,Kate,"Atkinson, Kate",Female,unknown,UK,White British,English,Masters,Dundee University,Language and Literature,English Literature,120584857,00010,Life After Life,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2013,crime,0434,shortlisted,Bauer,Belinda,"Bauer, Belinda",Female,unknown,UK,White British,British,unknown,unknown,unknown,unknown,29735372,00570,Rubbernecker,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2013,crime,0446,shortlisted,Beukes,Lauren,"Beukes, Lauren",Female,unknown,Non-UK,Non-UK White,White South African,unknown,unknown,unknown,unknown,46505970,00571,The Shining Girls,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2013,fiction,0172,shortlisted,Bulawayo,NoViolet,"Bulawayo, NoViolet",Female,unknown,UK,African,Zimbabwean,Masters,Cornell University,Writing,Creative Writing,288398445,00041,We Need New Names,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2013,fiction,0219,winner,Catton,Eleanor,"Catton, Eleanor",Female,unknown,Non-UK,Non-UK White,White New Zealander,Masters,Victoria University of Wellington,Writing,Creative Writing,100695642,00052,The Luminaries,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2013,fiction,0009,shortlisted,Crace,Jim,"Crace, Jim",Male,unknown,UK,White British,English,Bachelors,University of London,Language and Literature,English Literature,66497143,00061,Harvest,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2013,non-fiction,0640,shortlisted,Crane,David,"Crane, David",Male,unknown,UK,White British,Scottish,unknown,unknown,unknown,unknown,7594209,00804,Empires of the Dead,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2013,poetry,0563,shortlisted,Ely,Steve,"Ely, Steve",Male,unknown,UK,White British,English,Doctorate,unknown,unknown,unknown,305448987,00721,Oswald's Book of Hours,2010
2,Costa Book of the Year,Costa Book of the Year,Costa,2013,no/any/multi genre,0073,winner,Filer,Nathan,"Filer, Nathan",Male,unknown,UK,White British,English,Doctorate,Bath Spa University,Writing,Creative Writing,305021242,00095,The Shock of the Fall,2010
3,Costa First Novel Award,Costa First Novel Award,Costa,2013,fiction,0073,winner,Filer,Nathan,"Filer, Nathan",Male,unknown,UK,White British,English,Doctorate,Bath Spa University,Writing,Creative Writing,305021242,00095,The Shock of the Fall,2010
